RENT_STATION_NAME,06~09,09~12,12~15,15~18,18~21,기타
자양4동_013_1,30,21,15,21,28,29
잠실2동_004_1,28,22,21,49,31,27
잠실2동_007_1,14,16,17,31,29,23
잠실2동_018_1,40,20,28,22,40,24
잠실2동_032_1,2,2,6,5,7,10
잠실2동_038_1,38,5,14,17,27,19
잠실2동_050_1,38,8,3,18,48,41
잠실2동_058_1,36,31,56,63,123,81
잠실3동_006_1,106,47,27,13,47,8
잠실3동_017_1,26,22,27,35,86,70
잠실3동_028_1,23,11,14,34,62,18
잠실3동_028_2,8,22,37,62,66,41
잠실3동_029_1,20,23,15,16,25,13
잠실3동_034_1,27,29,18,39,45,44
잠실3동_049_1,23,21,44,48,68,42
잠실3동_053_2,8,6,11,11,27,3
잠실3동_053_3,39,28,23,36,47,47
잠실3동_061_1,39,17,28,43,53,56
잠실4동_003_1,54,30,20,19,72,9
잠실4동_003_2,6,0,2,10,11,31
잠실4동_003_3,8,0,2,4,10,6
잠실4동_003_4,80,47,27,54,121,39
잠실4동_027_1,12,19,23,37,90,51
잠실4동_027_2,1,20,17,31,68,19
잠실4동_027_3,44,26,20,24,41,5
잠실4동_039_1,32,19,11,24,18,12
잠실6동_001_1,44,41,32,49,71,63
잠실6동_001_3,50,66,81,140,210,37
잠실6동_001_4,15,26,27,101,205,52
잠실6동_001_5,13,25,40,53,73,46
잠실6동_001_7,109,85,89,180,301,94
잠실6동_004_1,16,40,47,82,208,97
잠실6동_017_1,32,21,23,27,46,5
잠실7동_001_1,11,4,10,25,66,44
잠실7동_001_2,19,12,1,18,43,31
잠실7동_003_1,50,16,28,28,34,28
잠실본동_004_1,18,23,40,48,71,60
잠실본동_006_1,53,12,27,10,37,19
잠실본동_018_1,47,46,15,4,36,34
잠실본동_035_1,18,16,11,8,9,4
잠실본동_036_1,41,8,18,27,35,29
잠원동_008_1,7,14,17,32,39,17
잠원동_013_1,22,16,8,22,17,7
잠원동_026_1,15,4,3,21,28,21
잠원동_042_1,4,11,7,14,12,2
잠원동_049_1,17,3,14,16,24,16
잠원동_050_1,13,9,15,16,37,10
장안1동_003_1,54,24,13,21,31,33
장안1동_013_1,35,25,21,17,46,26
장안1동_042_1,38,26,23,15,26,38
장안1동_069_1,73,20,9,14,25,29
장안1동_070_1,76,23,23,41,42,43
장안2동_019_1,7,12,0,14,17,20
장안2동_019_2,26,12,7,19,17,35
장안2동_036_1,41,29,39,40,67,88
장안2동_062_1,27,9,11,30,31,30
장위1동_044_1,24,8,4,8,6,16
장위2동_005_1,15,28,46,33,62,40
장위3동_006_1,24,14,4,2,10,10
장위3동_007_1,44,5,21,2,10,6
장위3동_010_1,22,12,8,11,16,13
장위3동_012_1,37,12,9,7,19,4
장위3동_018_1,5,15,4,2,4,2
장위3동_029_2,13,22,22,12,21,18
장지동_007_1,14,6,0,0,10,8
장지동_007_2,22,16,13,28,26,9
장지동_008_1,25,12,14,18,31,26
장지동_008_2,34,11,5,13,9,14
장지동_010_1,21,9,8,23,66,13
장지동_017_1,12,6,6,12,5,7
장지동_017_2,0,2,4,2,4,4
장지동_027_1,8,8,4,11,22,15
장지동_044_1,27,4,9,7,5,8
장지동_044_2,6,6,6,2,2,6
장지동_051_1,15,11,12,20,49,23
장지동_056_1,29,9,5,34,33,10
장지동_058_1,6,22,9,7,12,4
장충동_003_1,1,8,3,3,17,0
장충동_007_1,7,3,12,4,8,10
장충동_008_1,10,5,15,12,14,6
장충동_008_2,0,0,0,2,0,0
전농1동_001_1,11,29,17,50,37,38
전농1동_003_2,37,21,13,15,37,15
전농1동_012_1,16,8,3,9,10,6
전농1동_034_1,12,6,4,6,9,7
전농1동_054_1,32,16,12,12,12,12
전농1동_059_1,47,15,10,13,21,18
전농2동_003_1,19,8,2,3,5,3
전농2동_004_1,1,5,2,4,0,6
전농2동_005_1,25,23,7,17,21,29
전농2동_007_1,0,4,19,5,12,10
전농2동_007_2,5,8,5,20,4,6
전농2동_007_3,4,0,1,15,6,8
전농2동_007_4,2,3,13,16,19,9
전농2동_007_5,4,6,5,14,13,8
전농2동_008_1,21,5,11,9,19,19
전농2동_024_1,20,2,4,4,10,6
전농2동_028_1,7,4,7,2,2,6
정릉1동_018_1,8,6,7,7,4,4
정릉1동_019_1,16,2,4,4,0,6
정릉2동_025_1,11,1,1,11,15,5
정릉2동_045_1,5,3,2,0,4,0
정릉3동_004_1,0,2,5,1,0,2
정릉3동_010_1,2,4,2,2,3,3
정릉4동_001_1,4,0,5,3,2,10
정릉4동_006_1,5,5,3,3,4,6
제기동_025_1,21,7,12,19,30,21
제기동_028_1,16,6,7,9,6,12
제기동_030_1,10,4,10,2,4,8
제기동_032_1,47,42,21,32,45,41
제기동_037_1,26,8,4,8,11,13
제기동_043_1,10,12,16,48,37,29
제기동_048_1,10,13,15,10,11,21
조원동_015_1,34,10,8,10,13,11
조원동_015_4,35,17,14,12,19,25
조원동_015_5,24,10,5,12,20,21
조원동_019_1,74,56,55,81,125,77
조원동_024_1,16,24,16,7,61,46
"종로1,2,3,4가동_001_2",0,11,10,18,19,8
"종로1,2,3,4가동_001_3",16,19,15,28,12,12
"종로1,2,3,4가동_002_1",18,16,12,27,38,9
"종로1,2,3,4가동_002_2",23,19,13,23,27,15
"종로1,2,3,4가동_002_3",10,19,18,17,16,10
"종로1,2,3,4가동_002_4",12,22,24,42,24,0
"종로1,2,3,4가동_003_2",26,31,36,65,49,7
"종로1,2,3,4가동_003_3",31,27,23,37,44,34
"종로1,2,3,4가동_003_4",12,24,28,77,101,28
"종로1,2,3,4가동_003_5",6,17,16,24,67,12
"종로1,2,3,4가동_003_7",13,11,27,24,57,12
"종로1,2,3,4가동_003_8",8,13,37,39,27,4
"종로1,2,3,4가동_003_9",8,20,11,28,60,17
"종로1,2,3,4가동_004_1",3,6,1,5,4,7
"종로1,2,3,4가동_004_2",1,4,24,10,12,7
"종로1,2,3,4가동_004_3",11,5,20,28,30,12
"종로1,2,3,4가동_004_4",17,21,27,26,20,19
"종로1,2,3,4가동_004_5",29,37,49,76,31,20
"종로1,2,3,4가동_005_1",6,12,21,32,84,15
"종로1,2,3,4가동_005_2",11,9,13,25,18,22
"종로1,2,3,4가동_005_3",8,6,16,18,33,27
"종로1,2,3,4가동_005_4",6,6,16,16,14,18
"종로1,2,3,4가동_005_5",9,11,40,21,49,8
"종로1,2,3,4가동_005_6",11,9,18,12,23,17
"종로1,2,3,4가동_006_2",16,17,19,30,22,14
"종로1,2,3,4가동_007_1",58,49,42,73,70,26
"종로1,2,3,4가동_009_2",34,30,29,30,9,10
"종로1,2,3,4가동_010_1",1,4,9,12,15,25
"종로5,6가동_002_1",33,13,6,19,16,15
"종로5,6가동_007_1",17,9,6,10,8,16
"종로5,6가동_009_1",11,17,14,21,24,11
"종로5,6가동_009_2",6,27,15,28,34,8
"종로5,6가동_010_1",11,40,52,85,43,19
"종로5,6가동_010_2",10,19,13,12,27,17
"종로5,6가동_010_3",5,38,34,35,33,11
"종로5,6가동_010_4",12,13,20,13,27,7
"종로5,6가동_010_5",4,5,5,0,2,0
"종로5,6가동_010_6",21,12,15,13,25,16
종암동_008_1,2,2,0,13,5,4
종암동_008_2,15,6,5,6,29,15
종암동_012_1,31,11,12,36,37,43
종암동_029_1,41,10,12,9,13,7
종암동_046_1,23,32,15,11,31,26
중계1동_002_1,53,12,17,30,39,39
중계1동_020_1,2,12,8,24,33,53
중계1동_020_2,14,9,19,26,38,102
중계1동_021_1,30,22,21,17,28,28
중계1동_025_1,14,2,8,9,13,12
중계1동_025_2,28,1,1,12,12,2
중계1동_025_3,26,15,10,35,28,38
중계1동_025_4,15,6,10,21,17,31
중계1동_025_5,25,11,11,23,12,10
중계1동_050_1,5,4,4,4,8,31
중계1동_052_1,26,23,17,21,19,18
"중계2,3동_011_1",9,25,38,72,56,70
"중계2,3동_015_1",28,20,21,29,51,53
"중계2,3동_030_1",30,12,8,15,1,8
"중계2,3동_045_1",34,19,27,34,49,35
"중계2,3동_046_1",29,17,27,76,71,54
"중계2,3동_046_2",10,13,33,23,14,13
"중계2,3동_047_1",66,34,25,59,72,32
"중계2,3동_049_1",112,18,32,62,64,66
중계4동_002_1,19,20,10,8,6,9
중계4동_011_1,16,4,2,14,2,12
중계4동_018_1,20,14,8,17,28,35
중계4동_022_1,10,2,4,16,24,10
중계4동_034_1,2,6,10,21,15,4
중계본동_004_1,6,6,19,33,21,11
중계본동_004_2,9,5,2,2,2,8
중계본동_007_1,54,4,7,19,18,36
중계본동_007_2,38,6,9,14,26,17
중계본동_026_1,10,4,11,32,45,18
중곡1동_005_1,31,18,15,25,28,49
중곡1동_015_1,60,49,31,31,89,36
중곡1동_022_1,38,22,15,23,25,19
중곡3동_006_2,9,14,11,22,32,24
중곡3동_013_1,22,19,12,12,40,17
중곡3동_013_2,29,12,11,7,24,21
중곡4동_017_1,10,3,3,22,4,6
중곡4동_054_1,11,2,8,7,6,4
중림동_001_1,18,2,0,4,14,4
중림동_001_2,20,2,4,5,5,0
중림동_001_3,9,5,4,0,8,2
중림동_001_4,4,0,0,2,0,0
중림동_004_1,26,0,0,0,6,8
중림동_005_1,9,9,5,8,14,3
중림동_006_1,18,2,5,6,4,7
중림동_011_1,4,2,4,0,6,4
중림동_017_1,34,6,1,19,14,14
중앙동_009_1,30,12,3,9,23,37
중앙동_022_1,6,6,4,8,11,9
중앙동_022_2,22,2,9,8,8,21
중앙동_028_1,4,0,2,6,12,8
중앙동_029_1,6,4,10,20,34,16
중화1동_001_1,17,5,12,34,21,31
중화1동_008_1,16,10,13,11,8,10
중화1동_028_1,12,4,5,26,17,8
중화2동_009_1,17,5,8,15,22,11
중화2동_012_1,4,6,3,17,19,19
중화2동_012_2,26,12,14,10,34,42
중화2동_018_1,4,10,7,11,18,16
중화2동_023_1,4,5,8,27,22,12
중화2동_027_1,32,21,17,14,33,37
중화2동_033_1,17,10,20,10,37,28
중화2동_040_1,23,22,1,24,16,12
증산동_004_1,17,14,10,29,68,32
증산동_011_1,15,16,14,25,29,23
증산동_030_1,4,10,8,18,6,2
진관동_001_1,1,1,3,3,0,0
진관동_001_2,2,4,0,2,13,7
진관동_001_5,6,6,0,0,3,9
진관동_002_1,2,1,3,4,4,4
진관동_002_2,0,1,1,4,0,0
진관동_003_1,13,1,4,0,4,6
진관동_003_2,4,0,0,1,1,2
진관동_003_3,8,12,10,12,6,6
진관동_004_1,6,2,0,0,0,2
진관동_004_2,5,4,7,4,4,6
진관동_004_3,6,2,0,2,3,3
진관동_004_4,2,8,6,12,6,2
진관동_005_1,4,4,4,2,4,0
진관동_006_1,8,16,8,8,8,2
진관동_011_1,4,2,6,22,16,6
진관동_011_3,10,15,15,40,75,55
진관동_014_1,2,10,14,4,5,7
진관동_020_1,4,0,4,6,2,6
진관동_025_1,0,0,1,9,13,7
진관동_028_1,9,8,6,3,3,5
진관동_034_1,13,3,2,0,8,4
진관동_045_1,0,0,2,2,2,2
진관동_049_1,18,8,2,8,11,3
진관동_062_1,14,12,12,13,19,10
진관동_076_1,14,8,2,0,6,8
진관동_090_1,0,0,0,2,0,0
진관동_105_1,4,0,0,0,1,1
진관동_106_1,0,0,0,8,2,2
진관동_108_1,4,12,8,6,30,20
창1동_012_1,18,8,8,8,4,12
창1동_015_1,8,4,12,16,10,6
창1동_015_2,6,0,5,5,2,4
창1동_018_2,4,9,20,23,42,28
창1동_041_1,20,4,9,9,9,1
창2동_014_1,16,22,24,13,26,21
창2동_014_3,12,10,15,33,39,33
창2동_033_1,31,32,21,25,29,18
창2동_043_1,12,3,9,16,10,14
창3동_010_1,20,6,2,2,9,9
창3동_011_1,22,16,12,16,14,12
창4동_001_1,2,4,17,28,33,26
창4동_001_3,24,7,9,20,21,25
창4동_001_5,7,8,7,31,23,18
창4동_001_6,39,26,46,71,138,86
창4동_009_1,25,10,14,25,19,13
창4동_038_1,30,10,11,19,14,32
창4동_038_2,12,27,17,45,29,14
창4동_041_1,18,2,3,16,9,4
창4동_043_1,30,22,15,17,43,23
창4동_048_1,22,21,5,13,18,17
창5동_002_2,4,0,5,7,2,2
창5동_002_3,7,6,20,35,36,28
창5동_005_1,6,2,5,10,7,20
창5동_005_2,10,0,4,2,6,0
창5동_006_1,21,21,24,27,39,12
창5동_012_1,7,12,9,26,22,34
창5동_016_1,10,6,0,17,8,11
창5동_030_1,32,22,14,19,26,23
창신1동_005_1,4,1,1,4,2,2
창신1동_007_1,14,18,14,27,28,33
창신1동_008_1,17,19,17,23,26,42
창신3동_003_1,22,8,2,7,1,8
창신3동_003_2,0,0,2,1,5,2
창신3동_006_1,25,6,6,8,14,17
창신3동_012_1,2,8,1,17,6,0
천연동_027_2,30,0,2,6,12,6
천호1동_006_1,13,6,4,11,11,19
천호1동_023_1,44,44,53,55,69,47
천호2동_005_1,24,10,10,13,11,18
천호2동_008_1,22,10,9,14,25,8
천호2동_019_1,22,11,34,19,53,79
천호2동_026_1,26,8,2,8,6,14
천호2동_029_2,42,37,56,96,145,92
천호2동_037_1,18,16,19,25,48,26
천호2동_041_1,51,15,36,29,35,20
천호2동_041_2,14,12,10,16,19,17
천호3동_001_1,16,11,16,9,25,33
천호3동_020_1,31,5,9,17,29,23
천호3동_021_1,6,8,5,8,5,14
천호3동_039_1,50,20,0,23,16,25
천호3동_040_1,43,28,15,25,51,32
청담동_001_1,4,2,4,10,2,2
청담동_004_1,2,4,6,13,25,12
청담동_009_1,2,0,4,10,34,8
청담동_020_1,1,1,2,9,7,2
청담동_022_1,11,4,11,15,11,8
청담동_023_1,0,0,0,4,3,5
청담동_025_1,16,4,0,4,8,4
청담동_031_1,4,2,0,14,13,5
청담동_038_1,2,4,0,1,8,7
청담동_044_1,2,6,4,9,7,8
청량리동_003_1,13,4,13,13,17,10
청량리동_003_2,0,4,10,4,7,9
청량리동_003_3,12,7,12,30,21,16
청량리동_008_1,15,1,1,8,10,9
청량리동_009_3,11,11,30,16,24,16
청량리동_009_5,24,19,36,42,57,34
청량리동_009_6,13,5,12,24,23,7
청량리동_017_1,18,15,16,20,25,14
청룡동_006_1,4,9,2,6,4,9
청룡동_017_1,9,3,6,15,17,10
청룡동_021_1,4,4,10,14,4,6
청룡동_031_1,10,8,8,15,21,28
청룡동_032_1,11,4,1,5,12,21
청룡동_069_1,3,10,10,11,23,13
청룡동_069_2,4,0,6,10,12,12
청운효자동_001_1,20,6,7,18,5,4
청운효자동_002_1,15,3,2,28,9,9
청운효자동_004_1,19,6,6,8,11,4
청운효자동_018_1,33,8,5,18,26,14
청파동_009_1,6,4,4,19,17,26
청파동_011_1,26,10,13,9,21,17
청파동_016_1,8,4,4,6,17,7
청파동_019_1,10,7,14,16,17,24
충현동_003_1,6,6,2,0,3,5
충현동_005_1,5,8,5,17,34,13
충현동_013_1,17,6,6,16,29,22
충현동_036_1,10,8,11,6,23,2
충현동_036_2,8,7,5,13,5,0
충현동_036_3,6,14,6,8,9,5
충현동_037_1,16,2,2,7,9,2
충현동_037_2,13,11,7,8,9,6
충현동_037_3,4,2,4,4,2,0
충현동_038_1,0,0,4,2,7,3
평창동_009_1,6,2,0,2,3,3
평창동_011_1,8,0,0,2,2,0
평창동_016_1,2,0,3,1,6,0
평창동_025_1,2,2,2,8,2,0
풍납1동_002_1,91,5,14,22,49,37
풍납1동_002_2,28,13,32,25,51,31
풍납1동_003_1,53,24,48,41,110,64
풍납1동_009_1,10,5,7,16,16,8
풍납2동_001_1,24,25,9,44,27,37
풍납2동_010_1,10,6,3,22,16,9
풍납2동_010_2,28,25,8,9,22,10
풍납2동_024_1,61,38,35,36,52,38
풍납2동_044_1,42,21,13,16,27,11
풍납2동_049_2,4,2,1,11,10,10
풍납2동_049_3,44,21,40,281,96,34
풍납2동_049_5,2,10,9,12,17,2
풍납2동_051_1,24,25,18,19,31,31
필동_003_1,4,1,5,8,0,0
필동_004_1,9,16,11,14,9,7
필동_005_1,16,18,15,21,21,17
필동_005_2,10,4,16,22,10,10
하계1동_001_1,6,0,2,23,3,6
하계1동_005_1,20,17,10,35,34,8
하계1동_020_1,33,24,31,50,10,26
하계1동_023_1,5,5,4,38,11,19
하계1동_033_1,12,7,18,20,23,16
하계1동_040_1,5,33,59,67,54,18
하계1동_041_1,21,16,21,46,23,27
하계1동_043_1,10,12,10,57,26,21
하계2동_003_1,53,20,10,23,22,8
하계2동_004_1,39,19,20,21,48,23
하계2동_040_1,19,19,10,18,16,16
하계2동_044_1,24,20,3,25,18,16
하계2동_044_2,7,5,10,8,21,21
한강로동_001_1,8,9,9,15,39,14
한강로동_002_1,5,1,4,2,4,4
한강로동_002_2,8,4,2,5,7,10
한강로동_004_1,33,11,13,25,37,13
한강로동_005_1,4,4,4,13,3,2
한강로동_009_1,12,11,16,10,31,6
한강로동_010_1,3,5,9,20,30,7
한강로동_010_2,8,6,6,4,27,11
한강로동_010_3,2,2,8,4,2,0
한강로동_010_4,13,9,26,20,10,16
한강로동_012_1,28,18,28,78,59,69
한강로동_013_1,22,8,22,29,58,53
한강로동_015_1,21,14,14,28,33,28
한강로동_015_2,22,2,16,16,24,14
한강로동_025_1,8,15,27,42,41,13
한강로동_025_2,7,12,22,54,69,24
한강로동_026_1,4,8,5,10,9,16
한강로동_027_2,2,2,6,2,14,2
한강로동_027_3,19,21,8,15,27,18
한강로동_030_1,6,4,6,4,4,12
한강로동_032_1,0,3,5,2,0,4
한강로동_035_1,4,6,2,2,17,9
한남동_001_1,4,0,3,7,8,0
한남동_001_2,0,4,6,13,16,7
한남동_001_4,0,2,0,0,6,6
한남동_001_5,1,0,6,13,7,7
한남동_011_1,2,2,3,9,5,3
한남동_020_2,6,16,2,10,4,6
한남동_023_1,3,7,4,18,20,10
한남동_024_1,2,2,7,12,27,16
한남동_030_1,11,1,10,23,43,14
한남동_037_1,7,5,4,11,9,10
합정동_001_1,12,1,6,10,16,5
합정동_001_3,12,7,18,37,28,10
합정동_006_1,12,18,37,48,64,45
합정동_023_1,0,7,13,14,23,23
합정동_023_2,15,23,19,54,60,41
합정동_025_1,9,13,23,42,47,12
항동_001_1,3,5,6,9,9,2
항동_001_2,7,3,1,2,4,3
항동_003_1,2,0,1,7,2,2
항동_005_1,0,2,0,3,7,2
항동_007_1,4,2,0,0,2,2
항동_009_1,4,0,0,0,2,0
항동_015_1,0,0,2,2,4,0
항동_015_2,4,2,4,2,0,4
항동_015_3,2,2,0,3,7,2
항동_016_2,0,2,4,2,0,0
항동_016_4,6,6,0,7,9,2
항동_017_1,7,4,6,2,6,1
항동_019_1,8,2,0,0,0,0
항동_021_1,2,6,0,1,2,1
항동_028_1,11,1,0,1,7,4
행당1동_001_1,16,12,25,11,44,20
행당1동_001_2,17,9,12,26,68,52
행당1동_004_1,0,0,0,0,2,6
행당1동_007_1,13,9,20,28,30,22
행당1동_014_1,8,6,17,8,19,24
행당1동_023_1,20,2,4,4,7,11
행당2동_005_1,5,3,8,8,12,2
행운동_002_1,0,4,0,2,12,8
행운동_003_2,2,0,6,6,6,10
행운동_038_1,0,0,2,4,2,6
혜화동_002_1,16,6,15,15,32,10
혜화동_005_1,4,4,6,8,8,6
혜화동_015_1,35,22,21,33,26,43
혜화동_027_1,9,19,10,24,18,28
혜화동_028_1,46,34,10,16,16,22
혜화동_032_1,28,18,22,42,30,26
혜화동_032_2,8,2,6,0,8,8
혜화동_033_1,7,2,1,6,14,20
홍은1동_005_1,10,2,5,13,12,8
홍은1동_009_1,12,1,3,4,6,4
홍은1동_045_1,3,1,4,6,4,4
홍은2동_012_1,6,6,15,12,18,5
홍은2동_025_1,15,4,4,3,3,3
홍은2동_025_2,18,14,3,15,20,4
홍은2동_026_1,25,17,14,14,21,13
홍은2동_032_1,6,10,4,10,18,4
홍은2동_032_2,14,5,11,19,7,18
홍은2동_033_1,18,14,4,19,16,9
홍은2동_033_2,10,6,2,0,7,5
홍은2동_035_1,45,37,46,44,69,41
홍은2동_042_1,6,6,12,12,14,12
홍은2동_050_1,18,7,6,6,10,9
홍제1동_033_1,0,0,0,0,2,4
홍제2동_004_1,4,0,2,4,4,4
홍제2동_006_1,6,2,6,10,18,18
홍제3동_011_1,37,13,15,22,31,28
화곡1동_006_1,30,16,22,16,16,26
화곡1동_012_1,15,3,9,14,21,24
화곡1동_012_2,20,14,4,26,24,26
화곡1동_047_1,15,13,12,10,19,25
화곡1동_055_1,8,6,20,13,12,25
화곡1동_072_1,3,21,12,2,12,6
화곡2동_028_1,30,12,9,10,16,13
화곡3동_015_1,14,9,19,37,11,34
화곡3동_021_1,8,6,3,14,35,24
화곡3동_040_1,16,0,10,32,29,31
화곡4동_013_1,48,29,17,38,39,35
화곡6동_014_1,110,51,17,38,79,67
화곡6동_024_1,101,26,29,68,93,67
화곡6동_027_1,95,45,40,43,75,36
화곡6동_033_1,12,8,3,5,4,0
화곡8동_037_1,39,16,13,17,29,26
화곡본동_015_1,13,7,6,17,32,31
화곡본동_015_2,36,2,10,5,7,24
화곡본동_019_1,4,0,6,10,11,13
화곡본동_040_1,30,0,6,9,18,7
화양동_001_1,20,53,35,32,50,38
화양동_002_1,21,13,15,49,40,46
화양동_008_1,4,8,16,35,23,10
화양동_008_2,68,52,64,79,112,79
화양동_008_3,6,34,48,55,43,16
화양동_008_4,19,104,51,42,37,39
화양동_008_5,2,24,18,42,17,21
화양동_008_6,6,42,78,131,92,35
화양동_038_1,14,38,8,7,19,8
화양동_038_2,44,37,14,40,58,33
화양동_040_1,65,21,20,25,32,45
화양동_046_1,73,65,46,60,86,74
황학동_015_1,39,32,52,56,65,92
황학동_017_1,20,17,22,31,61,27
회기동_004_1,2,9,17,54,20,16
회기동_020_1,21,16,15,21,17,38
회현동_001_1,6,0,4,11,3,6
회현동_001_3,12,4,11,10,18,39
회현동_003_3,24,6,3,15,44,8
회현동_003_5,2,1,1,6,2,2
회현동_003_6,28,8,5,12,43,22
회현동_004_1,0,3,5,4,4,0
회현동_004_2,3,3,8,6,12,2
회현동_009_1,0,6,6,6,12,14
효창동_004_1,0,0,0,4,8,6
효창동_011_1,4,8,4,8,1,3
후암동_020_1,10,4,3,2,10,7
후암동_024_1,0,0,0,2,17,9
휘경1동_002_1,15,8,11,22,39,19
휘경1동_002_2,16,12,6,22,16,18
휘경1동_002_3,5,1,1,5,7,9
휘경1동_017_1,12,7,9,30,23,21
휘경2동_001_1,2,6,2,25,5,2
휘경2동_001_2,10,10,11,9,15,11
휘경2동_007_1,26,16,8,17,19,12
휘경2동_022_1,36,28,44,60,59,57
휘경2동_024_1,0,0,2,6,2,2
휘경2동_039_1,7,12,11,19,28,9
휘경2동_044_1,17,17,8,16,38,32
흑석동_009_1,20,10,42,45,77,28
흑석동_009_2,6,2,4,1,1,4
흑석동_014_1,14,6,14,8,16,16
흑석동_021_1,2,0,1,1,4,4
흑석동_021_2,4,0,6,18,14,6
흑석동_024_1,18,10,3,3,7,9
흑석동_033_1,0,1,1,0,2,2
흑석동_038_1,7,7,4,2,0,2
흑석동_038_2,2,0,2,0,0,4
흑석동_058_1,10,6,8,6,4,2
